"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","trump_job_approval","political_interest","attention_check","race","hispanic","age","education","income","gender","gender_4_TEXT","religion","attendance","pid_1","pid_dem","pid_rep","pid_indep","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_confidence","media_factchecks","pk_1","pk_2","pk_3","pk_timer_First Click","pk_timer_Last Click","pk_timer_Page Submit","pk_timer_Click Count","outcome questions_1","outcome questions_2","outcome questions_3","fc_1_belief","fc_1_misinfo_timer_First Click","fc_1_misinfo_timer_Last Click","fc_1_misinfo_timer_Page Submit","fc_1_misinfo_timer_Click Count","fc_1_factcheck_time1_First Click","fc_1_factcheck_time1_Last Click","fc_1_factcheck_time1_Page Submit","fc_1_factcheck_time1_Click Count","fc_1_factcheck_time2_First Click","fc_1_factcheck_time2_Last Click","fc_1_factcheck_time2_Page Submit","fc_1_factcheck_time2_Click Count","fc_2_belief","fc_2_misinfo_timer_First Click","fc_2_misinfo_timer_Last Click","fc_2_misinfo_timer_Page Submit","fc_2_misinfo_timer_Click Count","fc_2_factcheck_time1_First Click","fc_2_factcheck_time1_Last Click","fc_2_factcheck_time1_Page Submit","fc_2_factcheck_time1_Click Count","fc_2_factcheck_time2_First Click","fc_2_factcheck_time2_Last Click","fc_2_factcheck_time2_Page Submit","fc_2_factcheck_time2_Click Count","fc_3_belief","fc_3_misinfo_timer_First Click","fc_3_misinfo_timer_Last Click","fc_3_misinfo_timer_Page Submit","fc_3_misinfo_timer_Click Count","fc_3_factcheck_time1_First Click","fc_3_factcheck_time1_Last Click","fc_3_factcheck_time1_Page Submit","fc_3_factcheck_time1_Click Count","fc_3_factcheck_time2_First Click","fc_3_factcheck_time2_Last Click","fc_3_factcheck_time2_Page Submit","fc_3_factcheck_time2_Click Count","thermometer_1","thermometer_2","thermometer_3","thermometer_5","thermometer_6","thermometer_7","therm_timers_First Click","therm_timers_Last Click","therm_timers_Page Submit","therm_timers_Click Count","Q62","comments","Q_TotalDuration","Z_fc_1","Z_fc_2","Z_fc_3"
"2023-10-18 09:21:23","2023-10-18 09:28:12","100","408","True","2023-10-18 09:28:13","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1991","Associate degree in college (2-year)","$30,000-$59,999","Man",NA,"Roman Catholic","Seldom","Republican",NA,"Not very strong Republican",NA,"Never","Never","Never","Once","Never","Never","Every day","Never","Never","Several times","Never","Never","Never","Every day","None at all","Sometimes","Six years","Twice","Rishi Sunak","4.246","12.781","15.825","4","Neither disagree nor agree","Agree","Disagree strongly","Not very accurate",NA,NA,NA,NA,"0","0","68.717","0","0","0","42.625","0","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","26.389","0","0","0","14.142","0","59","51","58","1","20","10","2.098","15.559","17.645","11","Get the border under control. Get inflation under control. Get healthcare prices under control.",NA,"408","factcheck","control","factcheck"
"2023-10-18 09:17:25","2023-10-18 09:28:14","100","649","True","2023-10-18 09:28:15","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","Black or African American","No","1995","Bachelor's degree in college (4-year)","$60,000-$89,999","Man",NA,"Orthodox such as Greek or Russian Orthodox","Once or twice a month","Republican",NA,"Not very strong Republican",NA,"Never","Once","Several times","Several times","Never","Never","Once","Several times","Never","Never","Several times","Never","Never","Several times","Not very much","Sometimes","Six years","Twice","Rishi Sunak","16.09","33.783","35.354","4","Neither disagree nor agree","Disagree strongly","Strongly agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","34.549","0",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,"44.059","44.059","86.71","1","0","0","39.267","0","50","50","100","0","0","0","14.148","61.335","61.868","24","I would like to see an adequate handling of the current migrant crisis. I would like to see the southern border secured. I would like to see all our sanctuary cities begin to recover from this recent surge.",NA,"649","control","misinformation","factcheck"
"2023-10-18 09:14:34","2023-10-18 09:28:14","100","820","True","2023-10-18 09:28:15","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1994","Master's degree","$60,000-$89,999","Man",NA,"Nothing in particular","Never","Democrat","Not very strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Never","Never","Several times","Never","Never","Once","Never","Never","Several times","Never","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","19.207","38.273","39.626","10","Disagree strongly","Disagree strongly","Strongly agree","Not very accurate","0","0","74.924","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","12.59","62.672","64.031","4",NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","60","40","60","20.137","55.098","56.604","9","The top priority is to defend our democracy and way of voting because if this is destroyed, then nothing else matters. Second is to defend and enshrine the right to make decisions about our own bodies so that everyone in the country has the ability to make their own reproductive decisions. Third is to lessen the gap between the very rich and everyone else as the economy is still not working for average people.","n/a","820","misinformation","misinformation","control"
"2023-10-18 09:22:26","2023-10-18 09:28:15","100","349","True","2023-10-18 09:28:15","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1961","Doctoral degree","$250,000 and above","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Several times","Every day","Every day","Several times","Never","Never","Several times","Never","Several times","Several times","Never","Once","Several times","Never","A fair amount","Frequently","Six years","Twice","Rishi Sunak","3.288","12.96","13.747","8","Disagree strongly","Disagree strongly","Agree","Not at all accurate","0","0","77.155","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","38.391","0",NA,NA,NA,NA,NA,NA,NA,NA,"51","4","0","74","81","100","6.359","16.862","18.024","8","Healthcare should be top. Second should be abortion rights and access. Laslty, justice for all - whether it be sentencing, police shootings, or toher, should be next.

I'd like to add voting rights",NA,"349","misinformation","control","misinformation"
"2023-10-18 09:22:32","2023-10-18 09:28:16","100","343","True","2023-10-18 09:28:17","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1989","Doctoral degree","$30,000-$59,999","Woman",NA,"Roman Catholic","Once a week","Republican",NA,"Strong Republican",NA,"Once","Several times","Once","Several times","Every day","Several times","Every day","Several times","Every day","Several times","Every day","Several times","Every day","Several times","A fair amount","Sometimes","Don't know","Don't know","Rishi Sunak","8.722","51.204","51.754","5","Neither disagree nor agree","Agree","Neither disagree nor agree","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","24.587","1",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,"0","0","51.434","0","1.022","3.604","8.001","4","59","68","63","70","61","73","1.153","6.116","6.43","9","I have no any idea this time.","No","343","control","misinformation","factcheck"
"2023-10-18 09:14:10","2023-10-18 09:28:17","100","846","True","2023-10-18 09:28:18","EN","Yes","Strongly disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1988","Some college but no degree","$60,000-$89,999","Woman",NA,"Protestant","More than once a week","Republican",NA,"Not very strong Republican",NA,"Several times","Never","Once","Several times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Eight years","Twice","Don't know","9.239","43.364","45.458","7","Neither disagree nor agree","Neither disagree nor agree","Strongly agree","Not very accurate",NA,NA,NA,NA,"0","0","73.992","0","2.091","2.091","92.666","1","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very accurate","0","0","31.529","0",NA,NA,NA,NA,NA,NA,NA,NA,"100","51","100","51","51","0","1.725","18.53","20.835","9","I think the economy as a whole needs to be figured out. People can not keep living with the expenses that they are having to pay today just to get by. It's a major problem. Affordable healthcare for everyone. I don't have insurance because it doubles the price we pay per month on my husbands plan and that's just too much taken out of his check. We can't afford it. Not even that, we have found that when my husband or kids go to the doctor they pay significantly higher with insurance benefits than I do as self pay. It's screwed up. Peace obviously, which is hard to obtain because you can't change everyones mind single handidly about this but this world needs peace.",NA,"846","factcheck","control","misinformation"
"2023-10-18 09:18:33","2023-10-18 09:28:21","100","587","True","2023-10-18 09:28:21","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1961","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Protestant","Seldom","Democrat","Strong Democrat",NA,NA,"Every day","Never","Never","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A fair amount","Never","Four years","Twice","David Cameron","13.638","32.467","33.86","3","Disagree","Disagree strongly","Disagree","Very accurate","0","0","68.895","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","61.276","0","0","0","10.71","0","Not at all accurate",NA,NA,NA,NA,"0","0","30.213","0","0","0","29.357","0",NA,NA,NA,NA,NA,"100","45.589","45.589","46.63","1","Our leaders need to stop thinking about their own interests and do what the American citizens want.  We elected you and we can either elect you again or boot you out.  Stop the infantile fighting and work to get solutions for important issues.",NA,"587","misinformation","factcheck","factcheck"
"2023-10-18 09:12:21","2023-10-18 09:28:21","100","960","True","2023-10-18 09:28:22","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","White or Caucasian","Yes","1985","Master's degree","$90,000-$119,999","Woman",NA,"Agnostic","Seldom","Independent",NA,NA,"Closer to the Democratic Party","Never","Never","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Once","Once","Never","A fair amount","Sometimes","None of these","Twice","David Cameron","23.761","38.384","39.784","4","Disagree","Disagree strongly","Disagree strongly","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","124.4","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","30.196","0","131.127","147.878","247.725","2","50","50","0",NA,NA,"100","19.86","36.216","40.821","7","Grant safe and affordable abortion options to women.
Better healthcare for all.
Improve the ebt/snap benefit program to reach more families in need.",NA,"960","control","misinformation","factcheck"
"2023-10-18 09:13:02","2023-10-18 09:28:25","100","923","True","2023-10-18 09:28:26","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","Asian","No","1983","Master's degree","$120,000-$149,999","Woman",NA,"Hindu","Seldom","Democrat","Not very strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","A fair amount","Sometimes","Four years","Twice","Rishi Sunak","8.577","15.05","16.172","3","Agree","Disagree","Disagree strongly","Somewhat accurate","0","0","67.701","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","70.5","0","0","0","56.181","0","Not very accurate",NA,NA,NA,NA,"0","0","28.948","0","44.154","44.154","208.568","1","50","50","50","50","73","82","4.629","15.163","15.442","8","I would like to see more done abut climate change.
I want to see the quality of education in America improved so that test scores everywhere are in line with the rest of the world like India and China.
I want the morality of people back because I feel people are prone to being more negative than positive",NA,"923","misinformation","factcheck","factcheck"
"2023-10-18 09:14:40","2023-10-18 09:28:25","100","824","True","2023-10-18 09:28:26","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1970","Some college but no degree","Less than $30,000","Man",NA,"Agnostic","Never","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Never","Never","Never","Never","Several times","Several times","Never","Several times","Several times","Every day","A fair amount","Frequently","Six years","Twice","Rishi Sunak","10.065","21.801","25.051","3","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","70.569","0","0","0","54.962","0","Not at all accurate",NA,NA,NA,NA,"0","0","68.836","0","0","0","64.294","0","Not at all accurate",NA,NA,NA,NA,"0","0","27.934","0","0","0","71.006","0","0","0","0","90","100","100","20.274","118.101","124.863","8","I would like something to be done about the housing crisis. I would like them to create a real plan for climate change. I would also like a national healthcare system.",NA,"824","factcheck","factcheck","factcheck"
"2023-10-18 09:21:19","2023-10-18 09:28:28","100","428","True","2023-10-18 09:28:28","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","Asian","No","2001","High school graduate (high school diploma or equivalent including GED)","Less than $30,000","Man",NA,"Agnostic","Never","Independent",NA,NA,"Neither","Every day","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Never","Never","Several times","Never","A fair amount","Sometimes","Four years","Twice","Rishi Sunak","8.727","16.366","19.385","3","Disagree","Agree","Neither disagree nor agree","Somewhat accurate","0","0","72.324","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","0","0","41.201","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","43","68","41","46","31","2.002","10.616","14.059","7","Overall, I want to see more education and information on the topics of healthcare, housing costs and education. These are the most important areas where people are suffering and going into debt for, and I believe that it is criminal. Major changes must be done in order to stop people from barely affording housing.","Thank you!","428","misinformation","misinformation","control"
"2023-10-18 09:13:23","2023-10-18 09:28:29","100","906","True","2023-10-18 09:28:30","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","Black or African American","No","1998","High school graduate (high school diploma or equivalent including GED)","Less than $30,000","Man",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Never","Never","Never","Never","Never","Never","Never","Never","Once","Every day","A fair amount","Sometimes","Four years","Twice","Boris Johnson","15.551","49.388","50.616","6","Disagree","Disagree","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"36.627","36.627","74.901","1","54.15","54.15","64.452","1","Not at all accurate","5.49","231.194","231.43","8",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","28.781","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","9","0","0","100","77","3.659","20.444","21.452","8","Reinstate abortion rights. Handle immigration. Create a national crime bill.",NA,"906","factcheck","misinformation","misinformation"
"2023-10-18 09:20:50","2023-10-18 09:28:30","100","459","True","2023-10-18 09:28:31","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1991","High school graduate (high school diploma or equivalent including GED)","$30,000-$59,999","Man",NA,"Agnostic","Never","Independent",NA,NA,"Closer to the Republican Party","Never","Never","Several times","Several times","Never","Never","Several times","Never","Never","Never","Never","Never","Once","Several times","Not very much","Sometimes","Six years","Twice","Rishi Sunak","1.755","48.807","49.866","11","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Somewhat accurate",NA,NA,NA,NA,"0","0","75.289","0","3.713","6.653","8.668","3","Not very accurate","2.303","17.279","17.953","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","45.98","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","41","60","54","65","43","1.346","14.428","17.085","8","I'd like to see progress with eliminating poverty and homelessness. Also would like the tax system to be somewhat fixed of faulty monetary policy. Finally, I feel that healthcare needs to be made more accessible, affordable, and provide more options.",NA,"459","factcheck","misinformation","misinformation"
"2023-10-18 09:20:19","2023-10-18 09:28:31","100","492","True","2023-10-18 09:28:32","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1995","Associate degree in college (2-year)","$30,000-$59,999","Woman",NA,"Roman Catholic","Once a week","Democrat","Strong Democrat",NA,NA,"Once","Several times","Several times","Never","Once","Several times","Never","Never","Never","Several times","Never","Every day","Every day","Once","A fair amount","Frequently","Two years","Twice","Richard Branson","7.152","25.312","30.461","8","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"1.444","15.784","77.197","5","2.761","58.385","64.308","10","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","29.242","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","50","91","100","11.507","26.284","27.114","12","1. Codifying Roe v. Wade into law
2. Prior using climate change 
3. Codifying same sex marriage into law",NA,"492","factcheck","control","misinformation"
"2023-10-18 09:20:19","2023-10-18 09:28:31","100","492","True","2023-10-18 09:28:32","EN","Yes","Somewhat disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","Yes","1987","Bachelor's degree in college (4-year)","$150,000-$179,999","Man",NA,"Atheist","Seldom","Independent",NA,NA,"Closer to the Democratic Party","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Never","Six years","Twice","Boris Johnson","3.056","20.816","21.954","13","Neither disagree nor agree","Disagree strongly","Disagree strongly","Somewhat accurate","39.344","45.483","77.982","3",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","34.724","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","100","2.066","23.039","23.914","21","Allow abortion on a state and federal level.
Work on green energy more and provide incentives.
Raise minimum wage.",NA,"492","misinformation","control","misinformation"
"2023-10-18 09:23:16","2023-10-18 09:28:32","100","316","True","2023-10-18 09:28:33","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian,Asian","No","1975","Master's degree","$120,000-$149,999","Woman",NA,"Something else","Seldom","Republican",NA,"Not very strong Republican",NA,"Once","Several times","Several times","Once","Never","Never","Never","Never","Once","Never","Never","Never","Never","Never","A fair amount","Sometimes","Eight years","Twice","Rishi Sunak","6.963","11.504","12.951","3","Disagree","Disagree","Disagree strongly","Not at all accurate","0","0","72.356","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","51","51","51","51","100","4.897","14.7","17.173","6","Environmental 
National security
Gun control",NA,"316","misinformation","control","control"
"2023-10-18 09:14:19","2023-10-18 09:28:35","100","855","True","2023-10-18 09:28:36","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1980","Bachelor's degree in college (4-year)","$30,000-$59,999","Woman",NA,"Nothing in particular","Never","Democrat","Not very strong Democrat",NA,NA,"Never","Once","Never","Several times","Every day","Never","Several times","Once","Never","Several times","Never","Never","Never","Several times","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","8.343","61.611","63.302","13","Neither disagree nor agree","Disagree","Agree","Not at all accurate",NA,NA,NA,NA,"0","0","71.969","0","0","0","30.011","0","Not at all accurate","0","0","94.601","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","27.198","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","100","100","100","5.676","53.712","60.17","11","The first priority should be inflation. The second priority should be the environment.  The third priority should be affordable housing.","None.  Thank you!","855","factcheck","misinformation","misinformation"
"2023-10-18 09:22:00","2023-10-18 09:28:40","100","400","True","2023-10-18 09:28:41","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1991","Master's degree","$120,000-$149,999","Other:","Non-binary","Protestant","Once a week","Independent",NA,NA,"Closer to the Democratic Party","Never","Never","Never","Every day","Several times","Several times","Several times","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Don't know","Twice","Don't know","1.612","35.646","36.171","19","Disagree","Disagree","Disagree","Not very accurate","73.979","75.197","81.003","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","26","36","28","78","83","1.286","15.658","15.673","14","I would like to see universal healthcare at the top of the list. Next, laws that would encourage less income disparities between the top and the bottom groups (higher taxes or regulations on the highest earners). Finally, I would like to see more social support in the form of increased access to parks, grocery stores, and health clinics in rural areas.","Thanks!","400","misinformation","control","control"
"2023-10-18 09:25:08","2023-10-18 09:28:45","100","216","True","2023-10-18 09:28:46","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1999","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Jewish","Once a week","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Never","Never","Every day","Every day","Never","Several times","Several times","Never","Never","Every day","Every day","A fair amount","Frequently","Two years","Twice","Boris Johnson","7.261","24.58","25.788","5","Disagree strongly","Disagree strongly","Disagree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","13.337","16.01","18.977","3","Ensure reproductive rights for all women, increase the roadblocks to gun ownership, and ensure universal healthcare.",NA,"216","control","control","control"
"2023-10-18 09:14:58","2023-10-18 09:28:46","100","828","True","2023-10-18 09:28:47","EN","Yes","Strongly approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1962","Master's degree","$120,000-$149,999","Man",NA,"Nothing in particular","Never","Democrat","Strong Democrat",NA,NA,"Every day","Never","Several times","Every day","Never","Never","Never","Never","Never","Once","Never","Never","Never","Once","A great deal","Sometimes","Six years","Twice","Rishi Sunak","64.058","71.813","73.424","3","Disagree strongly","Disagree strongly","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"0","0","80.249","0","46.097","46.644","49.545","2","Not at all accurate",NA,NA,NA,NA,"50.27","50.27","53.291","1","0","0","24.478","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","100","100","100","5.809","24.317","26.169","10","I think climate change needs to be addressed because we will be seeing more severe weather related issues from droughts to flooding to Hurricanes. 
I also think the economy needs to be stabilized so that inflation is kept to a minimum. 
And lastly I think people need to wake up and stop supporting extremist positions from right wing cults.","none","828","factcheck","factcheck","control"
"2023-10-18 09:23:36","2023-10-18 09:28:48","100","312","True","2023-10-18 09:28:48","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1975","Bachelor's degree in college (4-year)","$120,000-$149,999","Man",NA,"Protestant","Once a week","Republican",NA,"Strong Republican",NA,"Several times","Several times","Several times","Several times","Every day","Never","Never","Every day","Never","Never","Several times","Never","Several times","Never","Not very much","Sometimes","Eight years","Twice","David Cameron","9.359","19.816","21.266","4","Neither disagree nor agree","Disagree","Neither disagree nor agree","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","2.469","2.469","31.782","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","43","40","57","42","20","5.387","16.276","17.657","13","the priorities should be the budget, better gun control, as well as taxes.  These are the three most important pieces to the general public, everything else is special interest.  These things will actually impact every day Americans and should be a focus.",NA,"312","control","misinformation","control"
"2023-10-18 09:09:10","2023-10-18 09:28:49","100","1178","True","2023-10-18 09:28:49","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1995","Bachelor's degree in college (4-year)","$90,000-$119,999","Woman",NA,"Roman Catholic","Once a week","Democrat","Strong Democrat",NA,NA,"Several times","Several times","Several times","Several times","Several times","Every day","Every day","Every day","Several times","Several times","Several times","Several times","Several times","Several times","A great deal","Frequently","Two years","Twice","Boris Johnson","4.169","12.159","13.258","3","Agree","Agree","Agree","Somewhat accurate","0","0","41.641","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate","261.635","261.635","347.957","1",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,"0","0","26.86","0","20.145","20.145","21.07","1","82","85","70","32","34","66","1.108","8.64","9.824","10","I would like to see more santuaries being made for animals that are endangered. I would also like for them to ban zoos are they are cruel. I would lastly like them to ban deer hunting and turkey hunting.",NA,"1178","misinformation","misinformation","factcheck"
"2023-10-18 09:20:27","2023-10-18 09:28:50","100","502","True","2023-10-18 09:28:50","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1965","Some college but no degree","Less than $30,000","Woman",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Not very much","Sometimes","Four years","Twice","Rishi Sunak","9.606","24.86","27.068","3","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Not at all accurate","0","0","71.885","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","35.881","0","0","0","29.543","0","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","51","7","50","83","99","18.421","37.372","38.875","7","UBI approval, increased social services, stop financing foreign wars.",NA,"502","misinformation","factcheck","control"
"2023-10-18 09:22:56","2023-10-18 09:28:50","100","353","True","2023-10-18 09:28:50","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1987","High school graduate (high school diploma or equivalent including GED)","$30,000-$59,999","Man",NA,"Nothing in particular","Never","Democrat","Strong Democrat",NA,NA,"Several times","Several times","Every day","Every day","Never","Never","Once","Never","Once","Several times","Never","Never","Several times","Several times","A fair amount","Frequently","Four years","Twice","Boris Johnson","9.677","9.677","16","1","Disagree strongly","Disagree strongly","Strongly agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"22.021","22.021","26.652","1","2.633","2.633","15.693","1","Somewhat accurate","0","0","29.635","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","50","50","50","85","100","0","0","18.221","0","I think elected leaders need to leave women bodies alone. Women deserve the right to choose what they do with their bodies. Abortion should be legal.",NA,"353","control","factcheck","misinformation"
"2023-10-18 09:14:16","2023-10-18 09:28:51","100","874","True","2023-10-18 09:28:51","EN","Yes","Strongly disapprove","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1963","Associate degree in college (2-year)","Less than $30,000","Woman",NA,"Protestant","Never","Republican",NA,"Strong Republican",NA,"Never","Never","Never","Several times","Never","Never","Never","Never","Never","Never","Several times","Never","Several times","Several times","None at all","Sometimes","Two years","Twice","Boris Johnson","17.705","31.16","33.023","3","Strongly agree","Disagree","Disagree strongly","Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","180.587","0","0","0","69.078","0","Not at all accurate",NA,NA,NA,NA,"0","0","46.812","0","0","0","88.849","0","100","100","100","0","0","0","8.671","96.282","97.589","10","They should close our boarders.  Stop sending aid to foreign countries.  Put back all the laws, regulations, etc. that President Trump put in place so our country can be strong again.",NA,"874","control","factcheck","factcheck"
