"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","UserLanguage","consent","trump_job_approval","political_interest","attention_check","race","hispanic","age","education","income","gender","gender_4_TEXT","religion","attendance","pid_1","pid_dem","pid_rep","pid_indep","media_diet_1","media_diet_2","media_diet_3","media_diet_4","media_diet_5","media_diet_6","media_diet_7","media_diet_8","media_diet_9","media_diet_10","media_diet_11","media_diet_12","media_diet_13","media_diet_14","media_confidence","media_factchecks","pk_1","pk_2","pk_3","pk_timer_First Click","pk_timer_Last Click","pk_timer_Page Submit","pk_timer_Click Count","outcome questions_1","outcome questions_2","outcome questions_3","fc_1_belief","fc_1_misinfo_timer_First Click","fc_1_misinfo_timer_Last Click","fc_1_misinfo_timer_Page Submit","fc_1_misinfo_timer_Click Count","fc_1_factcheck_time1_First Click","fc_1_factcheck_time1_Last Click","fc_1_factcheck_time1_Page Submit","fc_1_factcheck_time1_Click Count","fc_1_factcheck_time2_First Click","fc_1_factcheck_time2_Last Click","fc_1_factcheck_time2_Page Submit","fc_1_factcheck_time2_Click Count","fc_2_belief","fc_2_misinfo_timer_First Click","fc_2_misinfo_timer_Last Click","fc_2_misinfo_timer_Page Submit","fc_2_misinfo_timer_Click Count","fc_2_factcheck_time1_First Click","fc_2_factcheck_time1_Last Click","fc_2_factcheck_time1_Page Submit","fc_2_factcheck_time1_Click Count","fc_2_factcheck_time2_First Click","fc_2_factcheck_time2_Last Click","fc_2_factcheck_time2_Page Submit","fc_2_factcheck_time2_Click Count","fc_3_belief","fc_3_misinfo_timer_First Click","fc_3_misinfo_timer_Last Click","fc_3_misinfo_timer_Page Submit","fc_3_misinfo_timer_Click Count","fc_3_factcheck_time1_First Click","fc_3_factcheck_time1_Last Click","fc_3_factcheck_time1_Page Submit","fc_3_factcheck_time1_Click Count","fc_3_factcheck_time2_First Click","fc_3_factcheck_time2_Last Click","fc_3_factcheck_time2_Page Submit","fc_3_factcheck_time2_Click Count","thermometer_1","thermometer_2","thermometer_3","thermometer_5","thermometer_6","thermometer_7","therm_timers_First Click","therm_timers_Last Click","therm_timers_Page Submit","therm_timers_Click Count","Q62","comments","Q_TotalDuration","Z_fc_1","Z_fc_2","Z_fc_3"
"2023-10-18 09:05:43","2023-10-18 09:17:11","100","687","True","2023-10-18 09:17:11","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","Black or African American","No","1999","Associate degree in college (2-year)","$30,000-$59,999","Woman",NA,"Something else","Seldom","Independent",NA,NA,"Neither","Once","Never","Once","Once","Once","Once","Every day","Never","Never","Never","Never","Once","Once","Once","A fair amount","Sometimes","Six years","Twice","Boris Johnson","7.099","28.052","29.592","9","Disagree","Disagree","Agree","Not at all accurate",NA,NA,NA,NA,"56.188","72.348","78.794","7","22.175","74.112","75.395","10","Not at all accurate",NA,NA,NA,NA,"0","0","42.831","0","10.155","26.698","36.081","4","Very accurate","0","0","35.001","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","50","51","9.456","20.927","24.005","8","Get out of foreign affairs.
Stop giving out money to non-citizens and foreigners.
Get rid of medical debt.",NA,"687","factcheck","factcheck","misinformation"
"2023-10-18 09:08:35","2023-10-18 09:17:11","100","516","True","2023-10-18 09:17:12","EN","Yes","Strongly disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1990","Bachelor's degree in college (4-year)","$60,000-$89,999","Woman",NA,"Nothing in particular","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Don't know","Twice","Don't know","4.697","12.143","14.009","3","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","69.661","0","53.527","54.731","71.569","2","Not at all accurate",NA,NA,NA,NA,"15.92","17.294","47.915","3","0","0","20.386","0","Not at all accurate","0","0","27.34","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","50","100","8.527","22.885","24.353","9","They need to bring back abortion rights and reinstate Roe V Wade, all women should have the right to an abortion if they feel they need one. We need to have free healthcare for all citizens. We need to stop wasting money into wars and military and concentrate on bringing inflation down.",NA,"516","factcheck","factcheck","misinformation"
"2023-10-18 09:07:26","2023-10-18 09:17:16","100","589","True","2023-10-18 09:17:17","EN","Yes","Somewhat approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1975","Bachelor's degree in college (4-year)","$90,000-$119,999","Man",NA,"Agnostic","Never","Democrat","Not very strong Democrat",NA,NA,"Once","Never","Every day","Once","Never","Never","Never","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","Boris Johnson","11.241","19.674","24.084","3","Disagree strongly","Disagree","Disagree strongly","Not at all accurate","0","0","73.039","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","84.163","0","0","0","65.086","0","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","50","50","86","60","82","7.605","59.859","62.087","9","I think the top priority is fixing the tax code.  We need higher rates for higher incomes and lower rates for the middle class.  I'd also like to see a balanced budget.",NA,"589","misinformation","factcheck","control"
"2023-10-18 09:08:35","2023-10-18 09:17:21","100","525","True","2023-10-18 09:17:21","EN","Yes","Somewhat disapprove","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1971","Associate degree in college (2-year)","Less than $30,000","Woman",NA,"Roman Catholic","Never","Democrat","Strong Democrat",NA,NA,"Never","Several times","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Never","Eight years","Twice","Boris Johnson","11.509","19.156","20.229","3","Agree","Neither disagree nor agree","Neither disagree nor agree","Not at all accurate","0","0","95.281","0",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,"0","0","29.068","0","0","0","71.591","0","59","48","48","48","61","60","14.122","28.518","29.817","9","to appropriate funding where it is truly needed the most. Homelessness, reasonable housing, and revamping the criminal justice system.",NA,"525","misinformation","control","factcheck"
"2023-10-18 09:06:31","2023-10-18 09:17:21","100","649","True","2023-10-18 09:17:22","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","Asian","No","1994","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Roman Catholic","More than once a week","Democrat","Strong Democrat",NA,NA,"Several times","Never","Several times","Several times","Several times","Several times","Several times","Never","Never","Several times","Never","Never","Several times","Several times","A great deal","Frequently","Six years","Twice","Boris Johnson","5.274","10.314","14.76","3","Strongly agree","Strongly agree","Agree","Very accurate",NA,NA,NA,NA,"5.326","5.326","69.039","1","5.196","11.659","12.943","2","Very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","52","60","52","66","63","7.226","19.289","20.089","10","I think more jobs. Free healthcare for everyone. Finally, protecting the environment.",NA,"649","factcheck","control","control"
"2023-10-18 09:10:31","2023-10-18 09:17:21","100","410","True","2023-10-18 09:17:22","EN","Yes","Somewhat disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1985","Some college but no degree","$90,000-$119,999","Woman",NA,"Agnostic","Never","Republican",NA,"Not very strong Republican",NA,"Every day","Never","Every day","Every day","Every day","Never","Never","Never","Never","Never","Never","Never","Never","Never","Not very much","Sometimes","Six years","Twice","Rishi Sunak","6.002","14.279","16.719","3","Disagree","Disagree strongly","Strongly agree","Not at all accurate",NA,NA,NA,NA,"0","0","63.337","0","0","0","21.863","0","Not at all accurate",NA,NA,NA,NA,"18.102","18.102","18.535","1","0","0","8.945","0","Very accurate","0","0","39.742","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","51","51","51","51","51","2.711","11.283","12.712","8","I would like to see better ideas on how to control inflation. Raise the federal minium wage. I also believe we need to go after big pharma.",NA,"410","factcheck","factcheck","misinformation"
"2023-10-18 09:05:17","2023-10-18 09:17:23","100","726","True","2023-10-18 09:17:24","EN","Yes","Somewhat approve","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1984","Bachelor's degree in college (4-year)","$150,000-$179,999","Woman",NA,"Nothing in particular","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Every day","Once","Never","Once","Never","Never","Never","Never","Never","Never","Once","Once","A fair amount","Sometimes","Six years","Twice","Rishi Sunak","17.671","35.807","37.441","3","Disagree","Disagree","Disagree","Not very accurate","0","0","73.127","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate","0","0","56.413","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"0","0","43.876","0","0","0","53.852","0",NA,NA,NA,NA,NA,"64","15.861","15.861","18.349","1","The first priority should be fixing the housing crisis for new home buyers. Either by increasing building or providing a lower mortgage rate. Second should be addressing inflation and much higher cost of living. Third should be a universal health care. 
",NA,"726","misinformation","misinformation","factcheck"
"2023-10-18 09:07:25","2023-10-18 09:17:24","100","599","True","2023-10-18 09:17:25","EN","Yes","Somewhat approve","Somewhat interested","Extremely interested,Very interested","White or Caucasian","No","1994","Associate degree in college (2-year)","Less than $30,000","Woman",NA,"Nothing in particular","A few times a year","Independent",NA,NA,"Closer to the Democratic Party","Several times","Never","Several times","Never","Several times","Never","Never","Never","Several times","Never","Never","Never","Never","Once","A fair amount","Sometimes","Two years","Twice","Don't know","8.161","18.961","24.305","6","Disagree","Neither disagree nor agree","Agree","Not at all accurate","0","0","75.126","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not very accurate",NA,NA,NA,NA,"1.292","1.292","37.672","1","1.559","1.559","32.134","1","Very accurate",NA,NA,NA,NA,"0","0","33.156","0","0","0","36.383","0","50",NA,NA,NA,NA,"72","1.98","27.552","33.108","5","the top three priorities should be global warming, gun control, and healthcare",NA,"599","misinformation","factcheck","factcheck"
"2023-10-18 09:08:23","2023-10-18 09:17:25","100","542","True","2023-10-18 09:17:26","EN","Yes","Strongly disapprove","Not very interested","Extremely interested,Very interested","White or Caucasian","No","1990","Master's degree","$120,000-$149,999","Woman",NA,"Protestant","Never","Republican",NA,"Not very strong Republican",NA,"Every day","Once","Several times","Every day","Every day","Every day","Never","Several times","Several times","Several times","Never","Never","Several times","Never","Not very much","Sometimes","None of these","Twice","Don't know","8.836","21.938","22.454","8","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","65.168","0","5.874","13.032","14.07","3","Not at all accurate",NA,NA,NA,NA,"9.484","9.484","10.318","1","2.885","13.451","16.528","7","Not at all accurate","5.077","5.077","19.262","1",NA,NA,NA,NA,NA,NA,NA,NA,"57","27","36","28","31","92","14.051","50.357","51.301","14","Women’s rights should be a top priority. Second getting the budget back on track. Finally, term limits for all elected officials",NA,"542","factcheck","factcheck","misinformation"
"2023-10-18 09:09:45","2023-10-18 09:17:26","100","461","True","2023-10-18 09:17:27","EN","Yes","Somewhat disapprove","Extremely interested","Extremely interested,Very interested","Other","Yes","1997","Some college but no degree","$60,000-$89,999","Man",NA,"Agnostic","Seldom","Democrat","Not very strong Democrat",NA,NA,"Several times","Never","Every day","Several times","Never","Every day","Every day","Once","Once","Once","Never","Once","Several times","Several times","Not very much","Frequently","Six years","Twice","Rishi Sunak","10.238","18.838","21.083","3","Disagree","Disagree","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"5","16.69","17.862","5","0","0","15.075","0","Not at all accurate",NA,NA,NA,NA,"0","0","31.611","0","0","0","97.441","0","50","50","31","50","50","73","4.86","17.465","18.334","8",NA,NA,"461","control","factcheck","factcheck"
"2023-10-18 09:07:13","2023-10-18 09:17:28","100","615","True","2023-10-18 09:17:29","EN","Yes","Strongly approve","Extremely interested","Extremely interested,Very interested","White or Caucasian","No","1956","High school graduate (high school diploma or equivalent including GED)","$60,000-$89,999","Man",NA,"Protestant","Never","Democrat","Strong Democrat",NA,NA,"Once","Never","Never","Never","Once","Never","Several times","Never","Every day","Never","Never","Once","Never","Once","A fair amount","Frequently","Six years","Twice","Rishi Sunak","11.871","20.991","23.348","3","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","70.938","0","0","0","24.178","0","Not at all accurate","0","0","44.296","0",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate",NA,NA,NA,NA,"0","0","28.005","0","0","0","63.393","0","0","0","0","100","100","100","5.658","36.945","38.548","8","Make abortion legal across the entire country and get the religious zealots out of politics. Nex up stop the mindless propoganda that uses scare tactivs and lies to get the uninformed to vote against their own interests. Defeat the alt right finally and legislate them back under their rocks",NA,"615","factcheck","misinformation","factcheck"
"2023-10-18 09:07:16","2023-10-18 09:17:33","100","616","True","2023-10-18 09:17:33","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1995","Doctoral degree","$30,000-$59,999","Woman",NA,"Atheist","Never","Democrat","Strong Democrat",NA,NA,"Never","Never","Several times","Once","Once","Once","Several times","Never","Never","Never","Never","Never","Several times","Never","Not very much","Sometimes","Six years","Twice","Don't know","6.401","33.893","35.39","3","Disagree","Disagree","Neither disagree nor agree","Not at all accurate",NA,NA,NA,NA,"3.412","3.412","69.739","1","0","0","32.226","0","Not at all accurate",NA,NA,NA,NA,"0","0","36.618","0","0","0","40.786","0","Not very accurate",NA,NA,NA,NA,"27.031","27.031","27.455","1","0","0","52.695","0","14","15","0","15","16","100","15.833","28.744","31.019","16","Abortion legalized. Student Loan forgiveness. Economic relief for the lower class.",NA,"616","factcheck","factcheck","factcheck"
"2023-10-18 09:06:10","2023-10-18 09:17:34","100","683","True","2023-10-18 09:17:35","EN","Yes","Somewhat approve","Very interested","Extremely interested,Very interested","White or Caucasian","No","1983","Bachelor's degree in college (4-year)","$150,000-$179,999","Woman",NA,"Roman Catholic","Seldom","Democrat","Not very strong Democrat",NA,NA,"Every day","Once","Never","Every day","Every day","Never","Once","Never","Never","Never","Every day","Every day","Several times","Every day","A fair amount","Sometimes","Two years","Twice","Rishi Sunak","0.861","61.912","63.526","7","Disagree strongly","Disagree strongly","Disagree strongly","Not at all accurate",NA,NA,NA,NA,"0","0","98.166","0","0.903","33.637","42.325","4","Not at all accurate",NA,NA,NA,NA,"0.842","0.842","21.25","1","0.786","0.786","54.784","1","Very accurate","0","0","26.809","0",NA,NA,NA,NA,NA,NA,NA,NA,"16","16","15","16","46","66","1.248","13.512","14.249","13","I'd like to see elected leaders tackle education inequality, gun laws, and the spending budget.",NA,"683","factcheck","factcheck","misinformation"
"2023-10-18 09:05:48","2023-10-18 09:17:36","100","708","True","2023-10-18 09:17:37","EN","Yes","Somewhat disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1996","Bachelor's degree in college (4-year)","$60,000-$89,999","Man",NA,"Something else","More than once a week","Republican",NA,"Strong Republican",NA,"Never","Once","Once","Several times","Several times","Several times","Several times","Never","Never","Never","Once","Once","Once","Several times","A fair amount","Sometimes","Two years","Twice","Boris Johnson","16.21","92.136","93.476","32","Agree","Agree","Agree","Somewhat accurate",NA,NA,NA,NA,"0","0","61.087","0","4.085","25.791","26.801","10","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","46.06","0",NA,NA,NA,NA,NA,NA,NA,NA,"10","57","66","32","48","90","6.841","14.348","52.088","2","Addressing Public Health Challenges
Climate Change Mitigation and Environmental Sustainability
Economic Recovery and Equity",NA,"708","factcheck","control","misinformation"
"2023-10-18 09:06:42","2023-10-18 09:17:36","100","654","True","2023-10-18 09:17:37","EN","Yes","Strongly disapprove","Very interested","Extremely interested,Very interested","White or Caucasian","No","1948","Bachelor's degree in college (4-year)","$30,000-$59,999","Man",NA,"Roman Catholic","Seldom","Independent",NA,NA,"Closer to the Republican Party","Never","Several times","Every day","Every day","Never","Never","Never","Every day","Once","Once","Never","Never","Several times","Several times","Not very much","Sometimes","Six years","Twice","Rishi Sunak","7.2","18.144","20.773","5","Disagree","Disagree","Disagree","Not very accurate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","31.698","67.33","69.373","2",NA,NA,NA,NA,NA,NA,NA,NA,"Not at all accurate","0","0","32.735","0",NA,NA,NA,NA,NA,NA,NA,NA,"50","51","52","5","47","23","13.998","94.291","100.863","9","Reform immigration laws
Balance the budget
Cut spending
Reform Federal Bureaucracy
Pass laws to become energy dependent
Undo the harm from Pres Biden's Inflation Reduction Act.","I have nothing more to add","654","control","misinformation","misinformation"
